fps,frames_with_no_detection,area_bb,total_avg_displacement_x,total_avg_displacement_y,total_avg_displacement_x_abs,total_avg_displacement_y_abs
14.0899758129535,0,5218.80935251799,1.19117647058824,0.397769516728624,74.9411764705882,33.9888475836431
13.2038771379192,0,5083.77985074627,-0.988593155893536,0.141176470588235,78.3041825095057,33.1843137254902
9.80605340802289,0,5405.05617977528,0.669230769230769,-0.038314176245211,78.5923076923077,35.9540229885057
9.59975098302199,0,5221.1811023622,-1.40711462450593,0.08,81.9367588932806,36.376
14.2627986928416,0,5224.62213740458,-0.356589147286822,-0.293436293436293,81.6976744186047,38.8339768339768
10.9230933500007,0,5224.69014084507,0.046594982078853,0.046762589928058,78.3835125448029,36.0467625899281
12.6133100772863,0,5211.51546391753,0.771626297577855,0,78.1003460207613,33.4929577464789
13.9767271370113,0,5230.12585034014,-1.25694444444444,-0.057142857142857,81.9930555555556,33.9428571428571
13.4109153229545,1,5133.88194444444,0.34375,0.00354609929078,83.8715277777778,32.9397163120567
11.7938448127996,0,5246.83950617284,-2.87136929460581,0.129707112970711,87.4688796680498,35.4016736401674
9.39396939230306,0,5205.140625,2.06666666666667,-0.29718875502008,83.2196078431373,37.3012048192771
12.1243333400782,0,5166.2471042471,0.44921875,0.442687747035573,74.73828125,32.0158102766798
12.481078877439,0,5159.42537313433,-2.66917293233083,-0.308270676691729,78.9097744360902,30.5714285714286
14.191184779924,0,5207.88372093023,-1.84251968503937,0.416,73.7007874015748,31.92
14.2389277784945,0,5183.57509157509,-0.061302681992337,-0.141221374045802,72.5287356321839,30.8129770992366
14.0706905343389,0,5132.42481203008,0.55893536121673,0.007692307692308,69.425855513308,30.3538461538462
13.020047059992176,0,4998.483754512636,0.8228782287822878,-0.06691449814126393,71.58302583025831,29.54646840148699
12.526966567310392,0,4924.96632996633,-1.5931034482758621,-0.15570934256055363,75.73103448275862,29.311418685121108
14.693449732706496,0,4996.892720306513,-0.6147859922178989,-0.01171875,76.72373540856032,29.15234375
12.860479734101105,0,4971.437037037037,-0.13257575757575757,0.030418250950570342,69.45075757575758,28.661596958174904
13.574238648499952,0,5125.76171875,-0.6653386454183267,-0.2967479674796748,70.08366533864542,31.53252032520325
14.231294363540126,0,4952.190082644628,1.4747899159663866,0.16877637130801687,69.76890756302521,31.426160337552744
14.531817662119884,0,5336.1322957198445,-0.4409448818897638,0.31496062992125984,72.05511811023622,32.25196850393701
14.061397656603583,0,5178.003584229391,-1.4854014598540146,-0.15985130111524162,69.34671532846716,28.62825278810409
9.498186100228718,0,5290.940476190476,0.7317073170731707,-0.02066115702479339,73.69918699186992,30.99586776859504
